,product_name,review_date,review_content,review_star,review_writer,tokenized_reviews,replaced_review
21362,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.05.30,배송 빨라요 유통기한 보통이에요,3.0,acep*****,"['배송', '빨르다', '유통', '기한', '보통']",빨르다
21383,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.05.15,배송 빨라요 성능 보통이에요 유통기한 보통이에요,3.0,kkh6***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통']",빨르다
21396,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.05.06,"배송 빨라요 성능 성능이 뛰어나요 유통기한 보통이에요
별루아쉬운점은  아직요  한동안 먹어봐야 알겠쭁",1.0,rhkr********,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '보통', '루아', '쉽다', '아직', '한동안', '먹다', '보다', '알겠쭁']",빨르다 뛰어나다 루아 쉽다 아직 알겠쭁
21405,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.05.02,배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요,3.0,dito*******,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",빨르다
21434,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.04.17,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
잘먹고있어요.",3.0,knj3***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '먹다']",
21456,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.02.25,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,어리,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21457,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.02.25,배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요,3.0,youn****,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다']",빨르다 뛰어나다
21460,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.02.21,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,S|84*************,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21473,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.02.04,잘받았습니다,3.0,sung******,['받다'],
21474,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.02.03,"배송 빨라요 성능 보통이에요 유통기한 보통이에요
먹어봐야겠네요
효과좋으면 계속먹어야지요",3.0,mun3***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통', '먹다', '보다', '효과', '좋다', '계속', '먹다']",빨르다 좋다
21504,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2021.01.08,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,1391***************,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21508,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.12.25,배송 빨라요 성능 보통이에요 유통기한 보통이에요,3.0,erty*****,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통']",빨르다
21519,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.12.10,배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요,3.0,leeg*****,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다']",빨르다 뛰어나다
21520,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.12.10,배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요,3.0,leeg*****,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",
21530,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.11.28,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
그냥 그래요. 특별히 저렴한 것 같지는 않아요.",3.0,nhsg**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '그냥', '그렇다', '특별하다', '저렴하다', '같다', '않다']",그렇다 특별하다 저렴하다
21558,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.10.20,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,sch9***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21564,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.10.09,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
한 달넘었는데.. 잘 모르겠어요...
음 ~ 더 먹어봐야겠죠???",3.0,11st****,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '하다', '넘다', '자다', '모르다', '먹다', '보다']",빨르다 넘다 모르다
21588,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.08.27,배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요,3.0,aa98**,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",
21590,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.08.26,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,Serenity,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21605,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.07.29,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
오메가3 먹어보고 좋으면 추가 구매 하겠습니다,",3.0,jimi**********************,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '오메가', '먹다', '보고', '좋다', '추가', '구매', '하다']",빨르다 오메가 좋다 추가 구매
21608,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.07.24,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,Serenity,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21633,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.06.14,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
사용한지 얼마안되서 장단점 말하기가..",3.0,dlem******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '사용', '한지', '얼마', '안되다', '장단점', '하다']",한지 안되다 장단점
21647,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.05.26,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,thek******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21651,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.05.14,배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요,3.0,joyf*****,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",빨르다
21673,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.04.17,배송 느려요 성능 보통이에요 유통기한 보통이에요,3.0,quan********,"['배송', '느리다', '성능', '보통', '유통', '기한', '보통']",느리다
21674,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.04.16,배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요,2.0,pot0***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",빨르다
21675,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.04.16,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,1.0,ysw7*****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21690,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.03.25,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,미소야,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21693,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.03.23,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
조은효과 기대하며 먹고있어요",3.0,tjle*****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '좋다', '효과', '기대하다', '먹다']",좋다 기대하다
21721,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.02.02,배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요,3.0,pk78**,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다']",빨르다
21731,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.01.10,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,rhor**,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21733,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2020.01.01,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
더 먹어봐야 알것같아요",3.0,du,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '먹다', '보다', '알다', '같다']",알다
21734,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2019.12.27,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
상세보기
상세보기
상세보기",3.0,tkxk******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '상세', '보기', '상세', '보기', '상세', '보기']",
21735,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2019.12.23,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
그냥그래요",3.0,shh8***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '그냥', '그렇다']",그렇다
21739,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2019.12.19,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
이 상품  11번가 에서  넘 바가지  쓰고  산거  같아요

이  영양제 사면서  물건살때 11번가에서  검색안하고

네이버에서 검색하는 습관이  생겼어요",2.0,금곡동,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '상품', '번가', '넘다', '바가지', '쓰다', '사다', '같다', '양제', '사면', '물건', '살때', '번가', '검색', '네이버', '검색', '하다', '습관', '생기다']",상품 번가 넘다 바가지 쓰다 사다 양제 사면 물건 살때 번가 검색 네이버 검색 습관 생기다
21741,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2019.12.17,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,2.0,LIVE1,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21795,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2019.10.26,배송 보통이에요 성능 보통이에요 유통기한 보통이에요,3.0,k04s***,"['배송', '보통', '성능', '보통', '유통', '기한', '보통']",
21817,종근당건강 아이케어 오메가3 6개월분 비타민A 비타민E 혈행 중성지질 개선 항산화 눈영양제 눈건강,2019.09.28,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
저렴하게 잘 구매 한 것 같음.....................
상세보기",3.0,kyuh****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '저렴하다', '자다', '구매', '하다', '같다', '상세', '보기']",저렴하다 구매
