,Unnamed: 0,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,replaced_review,문장벡터화
9675,9675,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2019.03.05,"배송 보통이에요 맛 보통이에요 유통기한 보통이에요 효과 보통이에요
아직 효과는 잘 못느끼겠고 종근당 제품이라 믿고 먹고 있어요.
상세보기",3.0,미루아빈맘,"['배송', '보통', '보통', '유통', '기한', '보통', '효과', '보통', '아직', '효과', '자다', '느끼다', '종근당', '제품', '믿다', '먹다', '있다', '상세', '보기']",아직 느끼다 종근당 제품 믿다,"[(30, 1), (35, 1), (466, 1), (588, 1), (589, 1)]"
9686,9686,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2019.09.03,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
복용중인데 효과는 아직 잘 모르겠네요. 계속 복용해 보려고요. 효과를 봤으면 좋겠네요
상세보기",3.0,mona******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '복용', '효과', '아직', '자다', '모르다', '계속', '복용', '하다', '보다', '효과', '보다', '좋다', '상세', '보기']",복용 아직 모르다 복용 좋다,"[(14, 2), (19, 1), (28, 1), (30, 1)]"
9690,9690,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2019.02.10,"배송 보통이에요 맛 보통이에요 유통기한 기한이 넉넉해요 효과 보통이에요
50세 남편이 건강보조제로 오메가3를 계속 먹는데 좋다하네요~ 비타민제도 보내주셔서 감사해용~^&^
상세보기",3.0,mjyf****,"['배송', '보통', '보통', '유통', '기한', '기한', '넉넉하다', '효과', '보통', '남편', '건강', '보조', '제로', '오메가', '계속', '먹다', '좋다', '비타민', '제도', '보내다', '감사하다', '상세', '보기']",남편 건강 보조 제로 오메가 좋다 비타민 제도 보내다 감사하다,"[(6, 1), (19, 1), (32, 1), (227, 1), (257, 1), (338, 1), (371, 1), (439, 1), (733, 1), (1392, 1)]"
9697,9697,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2019.04.02,"배송 보통이에요 맛 보통이에요 유통기한 기한이 넉넉해요 효과 보통이에요
종근당오메가3 엄마랑 같이 먹을려구 처음 구입하네요 크기가 적당해서 먹기 좋을것 같아요
상세보기",3.0,park********,"['배송', '보통', '보통', '유통', '기한', '기한', '넉넉하다', '효과', '보통', '종근당', '오메가', '엄마', '같이', '먹다', '처음', '구입', '하다', '크기', '적당하다', '먹기', '좋다', '같다', '상세', '보기']",종근당 오메가 구입 크기 적당하다 먹기 좋다,"[(12, 1), (19, 1), (32, 1), (183, 1), (307, 1), (317, 1), (588, 1)]"
9704,9704,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2020.12.31,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
지병때문에 원활한 혈액순환을 위해 구매
부디 효능이 좋길 바람
상세보기",3.0,anim****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '지병', '때문', '원활하다', '혈액', '순환', '위해', '구매', '부디', '효능', '좋다', '바람', '상세', '보기']",지병 원활하다 혈액 순환 위해 구매 부디 효능 좋다 바람,"[(18, 1), (19, 1), (120, 1), (337, 1), (847, 1), (871, 1), (1009, 1), (1393, 1), (1394, 1), (1395, 1)]"
9707,9707,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2017.10.13,"가격 싸게 샀어요 배송 느려요
아내의 건강을 위해 할인쿠폰 적용하여 구입했는데도 전보다 조금 비싸게 구입한 것 같네요 배송은 보통이네요
상세보기",3.0,pjh5***,"['가격', '싸다', '사다', '배송', '느리다', '아내', '건강', '위해', '할인', '쿠폰', '적용', '하다', '구입', '하다', '전보', '조금', '비싸다', '구입', '같다', '배송', '보통', '상세', '보기']",가격 싸다 사다 느리다 아내 건강 위해 할인 쿠폰 적용 구입 전보 비싸다 구입,"[(2, 1), (5, 1), (6, 1), (18, 1), (37, 1), (158, 1), (183, 2), (217, 1), (716, 1), (955, 1), (1396, 1), (1397, 1), (1398, 1)]"
9708,9708,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2020.04.25,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
오매가 알아보던중 종근당꺼 샀습니다
믿음가는 제품 싸게 잘 샀네요
상세보기",3.0,neol*****,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '오매', '알아보다', '종근당', '사다', '믿음', '가다', '제품', '싸다', '자다', '사다', '상세', '보기']",오매 알아보다 종근당 사다 믿음 제품 싸다 사다,"[(35, 1), (158, 2), (217, 1), (524, 1), (588, 1), (917, 1), (1399, 1)]"
9717,9717,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2016.10.05,"가격 괜찮네요 배송 빨라요
오메가3 처음 먹는거라~~유통기간도 2018년까지 괜찮은것 같아요
상세보기",3.0,dnsk***,"['가격', '괜찮다', '배송', '빨르다', '오메가', '처음', '먹다', '유통기간', '괜찮다', '같다', '상세', '보기']",가격 괜찮다 빨르다 오메가 유통기간 괜찮다,"[(32, 1), (37, 1), (119, 2), (845, 1), (1365, 1)]"
9733,9733,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2015.12.30,홈쇼핑몰카타로그에같은제품이나와있던데 5천원가까이저렴했어요(6통기준) 그래도11번가행사도있고해서그냥주문했는데 유통기한10개월밖에안남은상품으로보내셨네요 어딘가에유통기한1년미만이란고적혀있었던가요?,3.0,jjlo********,"['홈쇼핑', '몰카', '로그', '같다', '제품', '오다', '기준', '그래도', '번가', '행사', '있다', '하다', '주문', '하다', '유통', '기한', '개월', '안남', '상품', '보내다', '어딘가', '유통', '기한']",홈쇼핑 몰카 로그 제품 기준 번가 행사 주문 안남 상품 보내다 어딘가,"[(35, 1), (39, 1), (245, 1), (257, 1), (380, 1), (812, 1), (1234, 1), (1279, 1), (1345, 1), (1400, 1), (1401, 1), (1402, 1)]"
9737,9737,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2020.01.07,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
첨으로 구매 해봤어요 복용해보고 좋으면 다시 구매 할게요
상세보기",3.0,jung***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '첨으로', '구매', '해봤다', '복용', '해보다', '좋다', '다시', '구매', '하다', '상세', '보기']",빨르다 첨으로 구매 해봤다 복용 해보다 좋다 다시 구매,"[(14, 1), (19, 1), (66, 1), (120, 2), (282, 1), (575, 1), (845, 1), (1403, 1)]"
9756,9756,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2019.10.31,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
집에서 편하게 잘 받았습니다 착한 가격에 잘 구매한 것 같네요
상세보기",3.0,love*******,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '편하다', '자다', '받다', '착하다', '가격', '자다', '구매', '같다', '상세', '보기']",편하다 착하다 가격 구매,"[(37, 1), (120, 1), (222, 1), (462, 1)]"
9771,9771,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2018.01.25,"배송 빨라요
전에 먹던 거보다 비싸네요ㅡㅡ 박스 갯수에 혹해서 샀더니. . . 일단 열심히 먹어야죠.
상세보기",3.0,망설임,"['배송', '빨르다', '먹다', '비싸다', '박스', '갯수', '하다', '사다', '일단', '열심히', '먹다', '상세', '보기']",빨르다 비싸다 박스 갯수 사다,"[(5, 1), (13, 1), (158, 1), (845, 1), (1404, 1)]"
9784,9784,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2019.07.30,"배송 빨라요 성능 보통이에요 유통기한 보통이에요
몸으로 나타나는 효과는 잘모르겠어요
그냥 좋겠거니 하고 먹고 있어요
상세보기",3.0,세반,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통', '나타나다', '효과', '모르다', '그냥', '좋다', '하다', '먹다', '있다', '상세', '보기']",빨르다 나타나다 모르다 좋다,"[(19, 1), (28, 1), (845, 1), (1405, 1)]"
9806,9806,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2019.08.08,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
모든 비타민류가 눈에 띄게 좋은 반응을 나타내는 것은 아니지만.....안 먹는 것보다는 나을 것 같아 브랜드를 믿고 먹습니다.",3.0,silv************,"['배송', '보통', '성능', '보통', '유통', '기한', '보통', '모든', '비타민', '띄다', '좋다', '반응', '나타내다', '아니다', '먹다', '나다', '같다', '브랜드', '믿다', '먹다']",모든 비타민 띄다 좋다 반응 나타내다 아니다 브랜드 믿다,"[(19, 1), (54, 1), (338, 1), (388, 1), (589, 1), (645, 1), (788, 1), (1406, 1), (1407, 1)]"
9820,9820,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2017.05.18,"가격 괜찮네요 배송 보통이에요
어머니가 드실거 구매했습니다 종근당이라서 좋겠죠 뭐",3.0,아브제,"['가격', '괜찮다', '배송', '보통', '어머니', '들다', '구매', '하다', '종근당', '좋다']",가격 괜찮다 구매 종근당 좋다,"[(19, 1), (37, 1), (119, 1), (120, 1), (588, 1)]"
9842,9842,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2019.12.12,"배송 보통이에요 성능 보통이에요 유통기한 기한이 넉넉해요
건강하고픈사람의맘은심리적인것도작용하는것같아요
몇년째꾸준히복용하고계셔서아먹으면불안하신지엄마께주문해드렸어요종근당믿고주문합니다",3.0,noon******,"['배송', '보통', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '건강', '하고프다', '사람', '심리', '도작', '용하다', '같다', '꾸준하다', '복용', '계시다', '먹다', '불안하다', '엄마', '주문', '해드리다', '종근당', '믿다', '주문', '하다']",건강 하고프다 심리 도작 용하다 꾸준하다 복용 계시다 불안하다 주문 해드리다 종근당 믿다 주문,"[(6, 1), (14, 1), (226, 1), (245, 2), (588, 1), (589, 1), (819, 1), (1036, 1), (1156, 1), (1408, 1), (1409, 1), (1410, 1), (1411, 1)]"
9853,9853,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2016.12.14,"가격 괜찮네요 배송 보통이에요
종근당 제품이 그래도 믿을만하고 가격도 저렴해서 먹고 있어요. 병에 들어있는 것보다 개별포장되어 있어서 좋은 거같아요. 병에 들어있으면 여름에는 서로 엉겨붙고 눅진해져서 안좋더라구요.",3.0,soan****,"['가격', '괜찮다', '배송', '보통', '종근당', '제품', '그래도', '믿다', '만하', '가격', '저렴하다', '먹다', '있다', '들다', '개별', '포장', '되어다', '있다', '좋다', '같다', '들다', '여름', '서로', '붙다', '눅진하다', '안좋다']",가격 괜찮다 종근당 제품 믿다 만하 가격 저렴하다 개별 좋다 서로 붙다 눅진하다 안좋다,"[(19, 1), (35, 1), (37, 2), (119, 1), (133, 1), (301, 1), (335, 1), (400, 1), (588, 1), (589, 1), (849, 1), (1412, 1), (1413, 1)]"
9855,9855,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2018.05.29,"배송 빨라요 맛 보통이에요 유통기한 보통이에요
싸게 잘 구입한거 같아요 오메가 종류가 여럿 있어서 먹어봐야 할것 같네요",3.0,ophi****,"['배송', '빨르다', '보통', '유통', '기한', '보통', '싸다', '자다', '구입', '같다', '오메가', '종류', '여럿', '있다', '먹다', '보다', '하다', '같다']",빨르다 싸다 구입 오메가 종류 여럿,"[(32, 1), (183, 1), (217, 1), (845, 1), (920, 1), (1304, 1)]"
9857,9857,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2020.03.20,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
먹고나면 조금 뒤에 정어리? 생선맛이 확 올라옵니다 그걸 지나면 또 괜찮고",3.0,kiki****,"['배송', '보통', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '먹다', '조금', '정어리', '생선', '올라오다', '그걸', '지나다', '괜찮다']",뛰어나다 정어리 생선 올라오다 지나다 괜찮다,"[(119, 1), (194, 1), (255, 1), (875, 1), (914, 1), (1414, 1)]"
9912,9912,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2020.01.30,"배송 빨라요 성능 성능이 뛰어나요 유통기한 기한이 넉넉해요
열이 많은 체질이라 일단은 먹어보다 안맞으면 지인 줄겁니다 ㅋㅋㅋ",3.0,이건아니라고봐,"['배송', '빨르다', '성능', '성능', '뛰어나다', '유통', '기한', '기한', '넉넉하다', '많다', '체질', '일단', '먹다', '맞다', '지인', '겁니다']",빨르다 뛰어나다 많다 체질 맞다 지인 겁니다,"[(82, 1), (192, 1), (445, 1), (523, 1), (845, 1), (875, 1), (1415, 1)]"
9930,9930,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2019.01.25,"배송 보통이에요 맛 보통이에요 유통기한 보통이에요 효과 보통이에요
잘 받았습니다. 벌서 8통째 구매. 효과는 아직 모르겠으나. 좋을꺼라 믿고 먹어요",3.0,sinj*****,"['배송', '보통', '보통', '유통', '기한', '보통', '효과', '보통', '자다', '받다', '통째', '구매', '효과', '아직', '모르다', '좋다', '믿다', '먹다']",통째 구매 아직 모르다 좋다 믿다,"[(19, 1), (28, 1), (30, 1), (120, 1), (589, 1), (1416, 1)]"
9940,9940,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2020.03.14,"배송 빨라요 성능 보통이에요 유통기한 보통이에요
일단 복용한지 얼마안되서 잘모르겠는데
꾸준히 먹다보면 좋아질꺼라 믿어요ㅎ",3.0,rome***,"['배송', '빨르다', '성능', '보통', '유통', '기한', '보통', '일단', '복용', '한지', '얼마', '안되다', '모르다', '꾸준하다', '먹다', '보다', '좋아지다', '믿다']",빨르다 복용 한지 안되다 모르다 꾸준하다 좋아지다 믿다,"[(14, 1), (28, 1), (179, 1), (226, 1), (310, 1), (589, 1), (845, 1), (994, 1)]"
9952,9952,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2016.11.16,"가격 괜찮네요 배송 보통이에요
배송도 하루만에오고 포장도 꼼꼼히 포장되어왔네요. 만족합니다. 많이파세요......",3.0,fleh****,"['가격', '괜찮다', '배송', '보통', '배송', '하루', '오다', '포장', '꼼꼼하다', '포장', '되어다', '오다', '만족하다', '많이', '파다']",가격 괜찮다 꼼꼼하다 만족하다 파다,"[(37, 1), (119, 1), (153, 1), (813, 1), (864, 1)]"
9953,9953,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2018.01.14,"배송 보통이에요
양이 줄어든거 같아요. 전에 사먹던게 더 좋아요",3.0,cokc*******,"['배송', '보통', '줄어들다', '같다', '사먹다', '좋다']",줄어들다 사먹다 좋다,"[(19, 1), (699, 1), (1191, 1)]"
9962,9962,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2016.04.01,"가격 괜찮네요 배송 보통이에요
잘먹고있어요 오메가쓰리 함량에따라 가격이다르다고 들었는데 어떤지모르겠네요",3.0,sonm***,"['가격', '괜찮다', '배송', '보통', '먹다', '오메가', '쓰리다', '함량', '따르다', '가격', '다르다', '들다', '어떻다', '모르다']",가격 괜찮다 오메가 쓰리다 함량 가격 다르다 어떻다 모르다,"[(28, 1), (32, 1), (37, 2), (114, 1), (119, 1), (500, 1), (510, 1), (1018, 1)]"
9969,9969,[종근당건강]프로메가 트리플 오메가3(장용성) 3박스,2020.03.16,"배송 빨라요 성능 보통이에요 유통기한 기한이 넉넉해요
먹는중이라 효능은 좀 있어봐야하겠지만 믿고 구매했어요.",3.0,kare****,"['배송', '빨르다', '성능', '보통', '유통', '기한', '기한', '넉넉하다', '먹다', '중이', '효능', '있다', '보다', '야하다', '믿다', '구매', '하다']",빨르다 중이 효능 야하다 믿다 구매,"[(120, 1), (205, 1), (312, 1), (337, 1), (589, 1), (845, 1)]"
