,product_name,review_date,review_content,review_star,review_writer,reveiw_replaced,stopremoved_reviews,okt_reviews,mecab_reviews,replaced_review
16140,뉴트리 미국 비타민B 엽산 B9 비타민B6 B12 영양제 컴플렉스 90정 3개월,2010.02.05,이건 무슨 소비자가 봉인지 인터넷으로 물건 판다고 이런식으로 해도 되는겁니까. 유통기한이 1달 조금 남은 상품을 보내주다니. 이런 비타민류의 유통기한은 보통 제조일로 부터 2년까지 인걸로 아는데 유통기한이 1달 조금 넘게 남았다는 말은 2년 가까이 쳐박아둔 물건을 소비자 한테 판매했다는 말이 되네요. 나참 어이가 없어서. 장사이딴식으로 하지 마십시오. 돈주고 산게 아까워서라도 빨리 빨리 먹어 치우고있습니다.,2.0,golb****,이건 무슨 소비자가 봉인지 인터넷으로 물건 판다고 이런식으로 해도 되는겁니까. 유통기한이 1달 조금 남은 상품을 보내주다니. 이런 비타민류의 유통기한은 보통 제조일로 부터 2년까지 인걸로 아는데 유통기한이 1달 조금 넘게 남았다는 말은 2년 가까이 쳐박아둔 물건을 소비자 한테 판매했다는 말이 되네요. 나참 어이가 없어서. 장사이딴식으로 하지 마십시오. 돈주고 산게 아까워서라도 빨리 빨리 먹어 치우고있습니다.,소비자가 봉인지 인터넷으로 물건 판다고 이런식으로 해도 되는겁니까. 유통기한이 1달 남은 상품을 보내주다니. 비타민류의 유통기한은 제조일로 2년까지 인걸로 아는데 유통기한이 1달 넘게 남았다는 말은 2년 가까이 쳐박아둔 물건을 판매했다는 말이 되네요. 나참 어이가 없어서. 장사이딴식으로 하지 마십시오. 돈주고 산게 아까워서라도 빨리 빨리 먹어 치우고있습니다.,소비자 봉인 인터넷 물건 판다 해도 되다 유통 기한 남다 상품 비타민 제조 일로 인걸 가까이 박아 두다 판매 하다 어이 장사,소비자 봉인 인터넷 물건 판다 해도 되 유통 기한 남 상품 비타민 제조 인걸 가까이 박 판매 하 장사,소비자 봉인 인터넷 물건 판다 해도 되 유통 기한 남 상품 비타민 제조 인걸 가까이 박 판매 하 장사
16597,[~9/26 추석석물대전]뉴트리원뉴트리원 정우성 루테인 지아잔틴 164 AX 100일 아스타잔틴 눈 피로 황반변성,2023.05.28,유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요,1.0,sesi**************,유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요,유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 좋아요,유통 기한 포장 상태,유통 기한 포장 상태,유통 기한 포장 상태
17274,[~9/26 추석석물대전]뉴트리원뉴트리원 정우성 루테인 지아잔틴 164 AX 100일 아스타잔틴 눈 피로 황반변성,2023.05.28,유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요,1.0,sesi**************,유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 효과 효과 좋아요,유통기한 기한이 넉넉해요 포장상태 포장이 깔끔해요 좋아요,유통 기한 포장 상태,유통 기한 포장 상태,유통 기한 포장 상태
17595,옥타미녹스 60포 아미노산영양제 보충제 피로회복 지구력 활력,2018.05.03,"배송 보통이에요 유통기한 보통이에요
60 포만 왔어요 추가 증정 8포은 왜 안 주시나요",2.0,kilu***,"배송 보통이에요 유통기한 보통이에요
60 포만 왔어요 추가 증정 8포은 왜 안 주시나요",배송 보통이에요 유통기한 보통이에요 60 포만 왔어요 추가 증정 8포은 안 주시나요,배송 보통 유통 기한 포만 추가 증정 포은 안,배송 보통 유통 기한 포만 추가 증정 포은 안,배송 보통 유통 기한 포만 추가 증정 포은 안
17741,옥타미녹스 60포 아미노산영양제 보충제 피로회복 지구력 활력,2017.04.12,가격 괜찮네요 배송 보통이에요,2.0,rlaa********,가격 괜찮네요 배송 보통이에요,가격 괜찮네요 배송 보통이에요,가격 배송 보통,가격 배송 보통,가격 배송 보통
17754,옥타미녹스 60포 아미노산영양제 보충제 피로회복 지구력 활력,2017.02.07,가격 괜찮네요 배송 보통이에요,2.0,밍후야,가격 괜찮네요 배송 보통이에요,가격 괜찮네요 배송 보통이에요,가격 배송 보통,가격 배송 보통,가격 배송 보통
17974,유유제약 비비 화이트 프리미엄 120정/기미 주근깨 완화 육체피로 의약외품,2017.06.09,가격 괜찮네요 배송 보통이에요,2.0,wwwf***,가격 괜찮네요 배송 보통이에요,가격 괜찮네요 배송 보통이에요,가격 배송 보통,가격 배송 보통,가격 배송 보통
18868,퍼니트 더 쎈 L-아르기닌1000 120정x2병 4개월분 / 남성활력 피로회복 타우린 엘아르기닌,2021.10.28,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
중국놈들 먹는걸로 장난치니까 믿음이 안가네요 일단 먹어보고 후기 올릴께요",1.0,ggg8***,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
중국놈들 먹는걸로 장난치니까 믿음이 안가네요 일단 먹어보고 후기 올릴께요",배송 보통이에요 성능 보통이에요 유통기한 보통이에요 중국놈들 먹는걸로 장난치니까 믿음이 안가네요 먹어보고 후기 올릴께요,배송 보통 성능 유통 기한 중국 는걸 장난 믿음 보고 후기,배송 보통 성능 유통 기한 중국 장난 믿 보 후기,배송 보통 성능 유통 기한 중국 장난 믿 보 후기
18877,퍼니트 더 쎈 L-아르기닌1000 120정x2병 4개월분 / 남성활력 피로회복 타우린 엘아르기닌,2021.09.12,"배송 느려요 성능 성능이 별로예요 유통기한 보통이에요
복용중 전혀 다른 색상의 제품이 나왔습니다.",1.0,behk**,"배송 느려요 성능 성능이 별로예요 유통기한 보통이에요
복용중 전혀 다른 색상의 제품이 나왔습니다.",배송 느려요 성능 성능이 별로예요 유통기한 보통이에요 복용중 전혀 색상의 제품이 나왔습니다.,배송 성능 별로 유통 기한 보통 복용 전혀 색상 제품,배송 성능 별로 유통 기한 보통 복용 전혀 색상 제품,배송 성능 별로 유통 기한 보통 복용 전혀 색상 제품
19333,[11번가단독]뉴트리원 정우성 루테인 지아잔틴 164 AX 6박스(6개월분) 아스타잔틴 눈 피로 건강,2020.11.02,"배송 느려요 성능 보통이에요 유통기한 보통이에요
주문 일주일만에 받음",2.0,adda***,"배송 느려요 성능 보통이에요 유통기한 보통이에요
주문 일주일만에 받음",배송 느려요 성능 보통이에요 유통기한 보통이에요 주문 일주일만에 받음,배송 성능 보통 유통 기한 주문 일주일,배송 성능 보통 유통 기한 주문 주일,배송 성능 보통 유통 기한 주문 주일
19430,[푸름웰니스] (유통기한임박) 아연 엽산 비타민D / 영양제 미네랄 피로회복,2023.08.30,"유통기한 기한이 짧아요 포장상태 보통이에요 효과 보통이에요
그냥그래요~~건강해지길
상세보기
상세보기",2.0,audw*****,"유통기한 기한이 짧아요 포장상태 보통이에요 효과 보통이에요
그냥그래요~~건강해지길
상세보기
상세보기",유통기한 기한이 짧아요 포장상태 보통이에요 보통이에요 그냥그래요~~건강해지길,유통 기한 포장 상태 보통 그냥,유통 기한 포장 상태 보통 그냥,유통 기한 포장 상태 보통 그냥
19609,"미국 천연 뉴트리 비타민C1000 항산화제 피로회복제 피로 항산화 영양제/로즈힙,헤스페리딘P 비타민C-1000",2020.12.08,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
비싸비싸 비싸비싸",2.0,gunc******,"배송 보통이에요 성능 보통이에요 유통기한 보통이에요
비싸비싸 비싸비싸",배송 보통이에요 성능 보통이에요 유통기한 보통이에요 비싸비싸 비싸비싸,배송 보통 성능 유통 기한,배송 보통 성능 유통 기한,배송 보통 성능 유통 기한
20147,르시크릿 김희애 에스트로업 1박스(1개월분) 선물세트 여성 갱년기케어 면역력 피로 개선,2021.09.28,"배송 느려요 성능 보통이에요 유통기한 보통이에요
배송이 너무느려요 걸어서 갖다주는줄 ㅠㅠ",2.0,outd**,"배송 느려요 성능 보통이에요 유통기한 보통이에요
배송이 너무느려요 걸어서 갖다주는줄 ㅠㅠ",배송 느려요 성능 보통이에요 유통기한 보통이에요 배송이 너무느려요 걸어서 갖다주는줄 ㅠㅠ,배송 성능 보통 유통 기한,배송 성능 보통 유통 기한,배송 성능 보통 유통 기한
20584,[호주생산 굿윌밀크씨슬 간건강피로회복/3개월/신제품,2018.09.08,"배송 빨라요 맛 보통이에요 유통기한 기한이 넉넉해요
우루사도먹어？f는데 그래도 피로한게적엇는데 이건먹어도 효능이없눈데 뭔지 먹은지3일때인데 조금이나마 피로도라도적어져야하는데 이것두저것두 아니네요....핸드크림녹차팩은장받앗습니다 효과가 그래도 어느정도는 나야할텐데 사림마다 틀릴수잇으니우선전누별로라로 드릴게요",2.0,k641****,"배송 빨라요 맛 보통이에요 유통기한 기한이 넉넉해요
우루사도먹어？f는데 그래도 피로한게적엇는데 이건먹어도 효능이없눈데 뭔지 먹은지3일때인데 조금이나마 피로도라도적어져야하는데 이것두저것두 아니네요....핸드크림녹차팩은장받앗습니다 효과가 그래도 어느정도는 나야할텐데 사림마다 틀릴수잇으니우선전누별로라로 드릴게요",배송 빨라요 맛 보통이에요 유통기한 기한이 넉넉해요 우루사도먹어？f는데 피로한게적엇는데 이건먹어도 효능이없눈데 먹은지3일때인데 조금이나마 피로도라도적어져야하는데 이것두저것두 아니네요....핸드크림녹차팩은장받앗습니다 효과가 어느정도는 나야할텐데 사림마다 틀릴수잇으니우선전누별로라로 드릴게요,배송 보통 유통 기한 우루사 효능 조금 피로 도라도 핸드 크림 녹차 은장 효과 정도 나야 사림 선전 로라 별로,배송 보통 유통 기한 우루 효능 조금 도라 핸드 크림 녹차 은장 효과 정도 사림 선전 로라 별로,배송 보통 유통 기한 우루 효능 조금 도라 핸드 크림 녹차 은장 효과 정도 사림 선전 로라 별로
20792,해외미국 타우린 대용량 100% Taurine 피로회복제 성분,2022.01.05,"해외배송이라 원래느린줄알고 한달넘게 재촉없이기다렸는데
알고보니 누락이고^^
그래서 상품배송 문의하니 사은품 동봉해준댔으나 사은품도없고^^
재촉없이 기다리면 호구되는 매직 ㅋ
상세보기",1.0,까까꾸꾸끼끽,"해외배송이라 원래느린줄알고 한달넘게 재촉없이기다렸는데
알고보니 누락이고^^
그래서 상품배송 문의하니 사은품 동봉해준댔으나 사은품도없고^^
재촉없이 기다리면 호구되는 매직 ㅋ
상세보기",해외배송이라 원래느린줄알고 한달넘게 재촉없이기다렸는데 알고보니 누락이고^^ 상품배송 문의하니 사은품 동봉해준댔으나 사은품도없고^^ 재촉없이 기다리면 호구되는 매직 ㅋ,해외 배송 원래 느리다 재촉 누락 상품 문의 사은 동봉 호구 되다 매직,해외 배송 원래 느리 재촉 누락 상품 사은 동봉 호구 되 매직,해외 배송 원래 느리 재촉 누락 상품 사은 동봉 호구 되 매직
20799,해외미국 타우린 대용량 100% Taurine 피로회복제 성분,2020.03.06,주문한지 너무오래되어 취소신청해주세요 연락처01034118194 빨리 처리해주세요,1.0,son7****,주문한지 너무오래되어 취소신청해주세요 연락처01034118194 빨리 처리해주세요,주문한지 너무오래되어 취소신청해주세요 연락처01034118194 빨리 처리해주세요,주문 한지 취소 신청 연락처 처리,주문 한지 취소 신청 연락처 처리,주문 한지 취소 신청 연락처 처리
21103,고려은단 비타민C 1000 600정 피로 영양제 영국산 D,2022.07.09,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 보통이에요
고려은단 비타민C 1000 600정 피로회복제 영양제 영국  아직 먹기전이라 잘 몰겟네요",2.0,slki**,"배송 보통이에요 성능 성능이 뛰어나요 유통기한 보통이에요
고려은단 비타민C 1000 600정 피로회복제 영양제 영국  아직 먹기전이라 잘 몰겟네요",배송 보통이에요 성능 성능이 뛰어나요 유통기한 보통이에요 고려은단 비타민C 1000 600정 피로회복제 영양제 영국 아직 먹기전이라 잘 몰겟네요,배송 보통 성능 유통 기한 고려 은단 비타민 피로 회복 양제 영국,배송 보통 성능 유통 기한 고려 은단 비타민 피로 회복 양제 영국,배송 보통 성능 유통 기한 고려 은단 비타민 피로 회복 양제 영국
21175,미국산 천연 뉴트리 비타민P 비타민C1000(-헤스페리딘)/고함량 피로회복제 강력 항산화제 영양제,2018.02.15,"배송 빨라요 맛 맛이 아쉬워요 유통기한 보통이에요
두번구매은 하고 싶지 않습니다. 정확한 건강식품 이력 추적관리 라벨이 없습니다.",2.0,tjba***,"배송 빨라요 맛 맛이 아쉬워요 유통기한 보통이에요
두번구매은 하고 싶지 않습니다. 정확한 건강식품 이력 추적관리 라벨이 없습니다.",배송 빨라요 맛 맛이 아쉬워요 유통기한 보통이에요 두번구매은 싶지 않습니다. 정확한 건강식품 이력 추적관리 라벨이 없습니다.,배송 유통 기한 보통 정확하다 건강 식품 이력 추적 관리 라벨 구매,배송 유통 기한 보통 정확 건강 식품 이력 추적 관리 라벨 구매,배송 유통 기한 보통 정확 건강 식품 이력 추적 관리 라벨 구매
21255,뉴트리원 정우성 루테인 지아잔틴 164 AX 1박스(1개월분) 外아스타잔틴 눈 피로 건강,2017.04.13,"가격 싸게 샀어요 배송 빨라요
별을뺀이유는 유통기한보고 짜증났네요ㅡㅡ 이래서 싼건가싶고.. 12월10일까지더라구요..물론 그 안에 다 먹겠지만 너무 짧게남은거 준게 아닌가 생각듭니다. 8개월남은.. 반품하려다 신랑이 그냥 먹으라고해서 지난거 아니니 그러기로했네요.. 오랫동안 먹던 제품인데 이렇게 유통기한 짧은거 받아보긴 처음이네요ㅡㅡ",2.0,wlgu*****,"가격 싸게 샀어요 배송 빨라요
별을뺀이유는 유통기한보고 짜증났네요ㅡㅡ 이래서 싼건가싶고.. 12월10일까지더라구요..물론 그 안에 다 먹겠지만 너무 짧게남은거 준게 아닌가 생각듭니다. 8개월남은.. 반품하려다 신랑이 그냥 먹으라고해서 지난거 아니니 그러기로했네요.. 오랫동안 먹던 제품인데 이렇게 유통기한 짧은거 받아보긴 처음이네요ㅡㅡ",가격 싸게 샀어요 배송 빨라요 별을뺀이유는 유통기한보고 짜증났네요ㅡㅡ 이래서 싼건가싶고.. 12월10일까지더라구요..물론 안에 다 먹겠지만 짧게남은거 준게 아닌가 생각듭니다. 8개월남은.. 반품하려다 신랑이 먹으라고해서 지난거 아니니 그러기로했네요.. 오랫동안 먹던 제품인데 이렇게 유통기한 짧은거 받아보긴 처음이네요ㅡㅡ,가격 배송 이유 유통 기한 보고 건가 생각듭 월남 반품 신랑 제품 처음 생각,가격 배송 이유 유통 기한 보 건가 생각 월남 반품 신랑 제품 처음 생각,가격 배송 이유 유통 기한 보 건가 생각 월남 반품 신랑 제품 처음 생각
